license_year,license_number,animals_name,species,primary_breed,secondary_breed,weight_kg
2018,LN903454,Sparrow,Dog,"Retriever, Labrador",Rottweiler,21.4
2017,LNS105765,Bunny,Dog,Greyhound,Unknown,11.73
2018,LN729618,Nola,Dog,Shepherd,Mix,24.74
2018,LN583492,Scout,Dog,"Retriever, Labrador","Terrier, American Pit Bull",13.61
2017,LNS135676,Hazel Moon,Dog,Mix,Unknown,12.96
2017,LNS134783,Qince,Dog,"Spaniel, English Toy",Mix,19.53
2018,LN439678,Allie,Dog,German Shepherd,Mix,23.73
2018,LNS119574,Dante,Dog,"Retriever, Labrador",Hound,14.81
2018,LNS140614,Kiyah,Dog,Australian Shepherd,Unknown,13.58
2018,LN439603,Oso,Dog,Shepherd,Mix,23.99
2017,LN354866,Archie,Dog,"Retriever, Labrador","Poodle, Standard",29.05
2018,LNS101276,Zorro,Dog,Japanese Chin,Mix,23.43
2018,LN827493,Gracie,Dog,"Dachshund, Miniature Smooth Haired",Unknown,26.38
2018,LNS105198,River,Dog,"Griffon, Wirehaired Pointing",Unknown,12.1
2017,LN140883,Bob,Dog,"Spaniel, Cavalier King Charles",Unknown,17.06
2018,LNS118347,Winston,Dog,"Retriever, Golden",Unknown,12.57
2018,LN8004246,Olive,Dog,"Chihuahua, Short Coat",Mix,22.78
2017,LN901159,Brio,Dog,"Welsh Corgi, Pembroke",Unknown,14.83
2018,LNS149120,Bentley,Dog,"Spaniel, American Cocker","Poodle, Standard",5.41
2018,LNS116512,Nutmeg,Dog,Australian Shepherd,"Poodle, Standard",21.99
2018,LN77277,Shane,Cat,Domestic Shorthair,Unknown,4.83
2018,LNS101629,Johnny Castle,Cat,Domestic Shorthair,Mix,3.93
2018,LNS111247,Tobias,Cat,Domestic Shorthair,Unknown,4.75
2017,LNS133907,Dusky,Cat,Domestic Medium Hair,Unknown,4.24
2018,LN732547,Puma,Cat,Domestic Shorthair,Unknown,4.45
2017,LNS125395,Kimi,Cat,Domestic Shorthair,Unknown,4.08
2018,LNS139928,Buddy,Cat,Domestic Shorthair,Unknown,4.42
2018,LNS140149,Xena,Cat,Domestic Shorthair,Unknown,4.63
2018,LNS146611,Kitty,Cat,Domestic Shorthair,Mix,4.35
2018,LN22140,Lucy,Cat,Domestic Longhair,Unknown,4.77
2016,LNS122885,Cheese,Cat,Domestic Longhair,Unknown,4.25
2017,LN140292,Ravenna,Cat,Domestic Shorthair,Unknown,4.88
2018,LN8003031,Lemon,Cat,Domestic Shorthair,Unknown,4.49
2017,LN269259,Maggie,Cat,Abyssinian,Mix,4.27
2018,LNS140883,Mango,Cat,Domestic Shorthair,Mix,4.78
2018,LNS139664,Salma,Cat,Domestic Shorthair,Unknown,4.28
2018,LNS147133,Sassafras (Sassy),Cat,Mix,Unknown,4.58
2017,LN715482,Cookie,Cat,Domestic Shorthair,Unknown,4.95
2018,LNS139475,Lizzy,Cat,Domestic Medium Hair,Unknown,4.32
2017,LN833254,Darling,Cat,Domestic Medium Hair,Unknown,3.78
2018,LNS123952,Totoro,Cat,Ragdoll,Unknown,4.07
2017,LN22576,Amy,Cat,Domestic Shorthair,Unknown,4.12
2018,LN74373,Max,Cat,Domestic Medium Hair,Unknown,4.43
2018,LN77172,Yuki,Cat,Domestic Medium Hair,Unknown,4.42
2017,LNS100750,Lily,Cat,Domestic Shorthair,Mix,4.38
2017,LN574170,Mahlda,Cat,Domestic Medium Hair,Unknown,4.55
2018,LNS144341,Garfield,Cat,Domestic Medium Hair,Unknown,4.32
2017,LNS138475,Josephine,Cat,Domestic Medium Hair,Unknown,4.69
2018,LN732446,Sunshine,Cat,Domestic Shorthair,Unknown,4.14
2018,LN75132,Diva,Cat,Domestic Shorthair,Unknown,3.92
2017,LN569669,Mimi,Cat,Domestic Shorthair,Unknown,4.78
2017,LN964823,Maggie,Cat,Domestic Medium Hair,Unknown,4.84
2017,LN351058,Penelope,Cat,Domestic Shorthair,Unknown,5.1
2018,LN72725,Maeve,Cat,British Shorthair,Unknown,4.24
2018,LNS119044,Mel,Cat,Siamese,Mix,4.63
2017,LN584560,Bastas,Cat,Domestic Shorthair,Unknown,4.72
2018,LNS119705,Eddie,Cat,Domestic Shorthair,Mix,4.83
2018,LN8000109,Mama Mia,Cat,Siamese,Mix,4.82
2017,LN22283,Tammy,Cat,Domestic Shorthair,Unknown,4.51
2017,LN730995,Gypsy Rose,Cat,Domestic Shorthair,Unknown,4.63
2018,LNS104413,Tinkerbelle,Cat,Maine Coon,Mix,3.84
2018,LNS146665,Mr. Darcy,Cat,Maine Coon,Mix,4.14
2018,LN830865,Honey Girl,Cat,Russian Blue,Unknown,5.06
2018,LNS134568,Zeus,Cat,Manx,Siamese,4.34
2017,LNS134320,Pie,Cat,Domestic Medium Hair,Mix,4.4
2018,LN573064,Keaton,Cat,Domestic Shorthair,Unknown,4.76
2017,LNS134627,Gelato,Cat,Domestic Shorthair,Mix,5.29
2017,LN954140,Nathan,Cat,Domestic Medium Hair,Unknown,4.45
2018,LNS115148,Lorelai,Dog,"Bulldog, English",Unknown,24.25
2018,LN585271,Chauncey,Dog,"Schnauzer, Standard",Unknown,17.5
2018,LNS133068,Dale,Dog,Mix,Unknown,26.84
2018,LN728602,Albie,Dog,Great Pyrenees,Unknown,19.78
2018,LNS147769,Remy,Dog,Brittany,Unknown,13.39
2017,LN359941,Lilly,Dog,"Retriever, Golden",Unknown,26.48
2018,LN281569,Stella Luna,Dog,"Retriever, Labrador",Unknown,19.41
2018,LNS140345,Mollie,Dog,"Retriever, Labrador",Unknown,13.56
2017,LNS105577,Marcus,Dog,"Spaniel, English Cocker",Unknown,16.72
2018,LNS139345,Thurston,Dog,German Shepherd,Unknown,10.03
2018,LN732804,Ginger,Dog,"Chihuahua, Short Coat",Mix,23.56
2018,LN82730,Pow,Dog,"Retriever, Labrador",Unknown,21.96
2017,LN356803,Beckett,Dog,Shih Tzu,Mix,10
2018,LNS129825,Oswald,Dog,Terrier,Unknown,31.37
2018,LNS121347,Stella,Dog,"Poodle, Standard",Mix,30.47
2017,LN439530,Bella,Dog,Chow Chow,Unknown,14.88
2018,LNS137495,Flash,Dog,"Terrier, Jack Russell",Mix,8.33
2018,LNS130426,Tonka,Dog,"Pointer, German Shorthaired",Unknown,20.49
2018,LNS144642,Bailey,Dog,"Retriever, Labrador",Unknown,15.32
2018,LNS142173,Olive,Dog,Basenji,"Terrier, Jack Russell",21.06
2018,LNS144917,Devery,Dog,"Retriever, Labrador",Mix,11.63
2018,LN8002725,Scully,Dog,Basset Hound,Unknown,18.7
2018,LNS143544,Stella,Dog,Boxer,Mix,23.43
2018,LN904348,Piper,Dog,Papillon,Unknown,20.19
2017,LN214162,Duke,Dog,Beagle,Pug,7.22
2018,LN439689,Betty Davis,Dog,"Chihuahua, Short Coat",Unknown,15.46
2018,LN216381,Milo,Dog,Maltese,"Terrier, Yorkshire",10.53
2018,LN141947,Olive,Dog,Australian Cattle Dog,Siberian Husky,18.33
2018,LN733149,Lenny,Dog,"Retriever, Labrador",Siberian Husky,18.16
2018,LN8001927,Xavier,Dog,German Shepherd,Mix,10.16
2018,LN216420,Abby,Dog,Lhasa Apso,"Poodle, Miniature",25.57
2018,LN207448,Angel,Dog,"Chihuahua, Short Coat",Unknown,27.53
2017,LNS131518,Griffin,Dog,"Welsh Corgi, Cardigan",Unknown,26.56
2018,LN26196,Fishin Larson,Dog,"Retriever, Golden",Unknown,25.55
2018,LNS106869,Nelly,Dog,"Retriever, Labrador",Unknown,14.66
2018,LNS131540,Dakota,Dog,"Retriever, Labrador","Poodle, Standard",19.9
2018,LNS144749,Ivan,Dog,Siberian Husky,Unknown,30.14
2017,LNS106238,Lilly,Dog,"Spaniel, Cavalier King Charles",Unknown,31.54
2018,LN8004219,Finley,Dog,Australian Shepherd,Unknown,28.83
2017,LN23616,Mia,Dog,"Retriever, Labrador",Unknown,22.66
2017,LN577432,Oliver,Dog,"Schnauzer, Miniature","Poodle, Miniature",23.4
2018,LN213921,Bella,Dog,"Retriever, Chesapeake Bay",Unknown,17.86
2018,LNS137559,Blair,Dog,Chow Chow,Unknown,35.45
2017,LNS103330,Frankie,Dog,Alaskan Husky,Unknown,20.23
2018,LN210509,Bella,Dog,Doberman Pinscher,Unknown,16.04
2017,LNS103085,Nellie,Dog,Terrier,Mix,26.92
2018,LNS118410,Kuma,Dog,Australian Shepherd,Mix,30.81
2018,LNS135727,Stanley,Dog,Boxer,Unknown,21.7
2018,LNS122445,Jackson,Dog,"Terrier, Soft Coated Wheaten",Unknown,19.04
2018,LNS112167,Oliver,Dog,"Chihuahua, Short Coat",Mix,21.05
2017,LNS106914,Buddy,Dog,"Retriever, Labrador",Unknown,30.99
2018,LNS141607,Gizmo,Dog,Pomeranian,Unknown,24.11
2018,LN8003376,Lucy,Dog,"Welsh Corgi, Pembroke",Unknown,21.95
2017,LNS134138,Otis,Dog,"Setter, English","Poodle, Standard",17.09
2016,LNS115690,Hoover,Dog,"Terrier, Cairn","Griffon, Brussels",19.07
2017,LN142403,Sparky,Dog,"Chihuahua, Short Coat",Unknown,17.45
2017,LN731676,Bear,Dog,Border Collie,German Shepherd,26.18
2018,LN8002685,Oscar,Dog,Border Collie,"Schnauzer, Standard",18.47
2018,LN142174,Lil,Dog,Basenji,Unknown,22.95
2018,LNS109825,Bentley,Dog,"Chihuahua, Short Coat",Pomeranian,17.74
2018,LNS117732,Luca,Dog,"Schnauzer, Miniature","Poodle, Miniature",23.43
2017,LN825789,Molly,Dog,"Retriever, Labrador",Rottweiler,32.68
2017,LN282747,Luna,Dog,Coton de Tulear,Unknown,20.93
2018,LN8002773,Tallulah,Dog,Italian Greyhound,Unknown,17.33
2017,LNS135244,Hannah,Dog,"Retriever, Labrador","Poodle, Standard",30.28
2018,LNS151122,Gypsy,Dog,Terrier,Mix,15.71
2018,LNS149205,Tate,Cat,Domestic Longhair,Mix,4.46
2017,LN724228,Django,Cat,Domestic Shorthair,Unknown,4.56
2018,LNS111554,Draven,Cat,Domestic Medium Hair,Unknown,4.43
2018,LNS110194,Lucy,Cat,Domestic Medium Hair,Maine Coon,5.28
2018,LN574009,Venice,Cat,Domestic Longhair,Unknown,3.98
2018,LN353430,Pho,Cat,Domestic Longhair,Maine Coon,4.64
2017,LN724212,Ella,Cat,Domestic Shorthair,Unknown,4.71
2017,LN568099,Petula,Cat,Domestic Shorthair,Unknown,4.87
2018,LN215249,Ashley,Cat,LaPerm,Unknown,4.3
2018,LN897143,Trina,Cat,Domestic Shorthair,Mix,4.73
2017,LN586586,Fyn,Cat,Domestic Shorthair,Siamese,4.88
2018,LNS149204,Skyy,Cat,Domestic Longhair,Mix,3.96
2018,LNS141990,Ramon,Cat,Domestic Shorthair,Mix,4.57
2018,LN733206,Clarisse,Cat,Domestic Shorthair,Unknown,4.45
2017,LN824358,Franz,Cat,Domestic Longhair,Unknown,4.76
2018,LN721507,Luna,Cat,Domestic Shorthair,Unknown,4.05
2018,LN268258,Zoey,Cat,Himalayan,Unknown,4.53
2018,LNS144976,Luke,Cat,Domestic Shorthair,Mix,4.73
2018,LNS114573,Bella,Cat,Domestic Longhair,Unknown,4.38
2017,LNS127862,Moby,Cat,Manx,Domestic Shorthair,4.7
2018,LN273708,Atlas,Cat,Domestic Longhair,Unknown,4.91
2017,LN893665,Sophie,Cat,Domestic Medium Hair,Unknown,4.61
2018,LN574314,Little Kitty,Cat,Domestic Shorthair,Unknown,4.64
2017,LNS106218,Lodi,Cat,Domestic Shorthair,Unknown,4.33
2017,LNS102122,Sweetie,Cat,Domestic Shorthair,Unknown,4.3
2018,LN128319,Sadie,Cat,Maine Coon,Unknown,4.44
2018,LN8004163,Jinx,Cat,Siamese,Mix,4.5
2017,LNS102822,Luke,Cat,Domestic Medium Hair,Unknown,5.15
2018,LNS143667,BC II,Cat,Domestic Medium Hair,Mix,4.42
2018,LN724558,Garrison,Cat,Domestic Medium Hair,Unknown,4.38
2018,LN730971,Lucy,Cat,Ragdoll,Unknown,4.91
2018,LNS151161,Blondie,Cat,Domestic Shorthair,Mix,4.28
2018,LNS144793,Daisy,Cat,Domestic Shorthair,Unknown,3.93
2017,LN278036,Macy,Cat,Domestic Shorthair,Unknown,4.63
2018,LN8002358,Duck,Cat,Domestic Medium Hair,Norwegian Forest,4.62
2018,LNS147432,Prissy,Cat,LaPerm,Unknown,3.93
2018,LNS151136,Bix,Cat,Domestic Shorthair,Mix,4.82
2018,LNS131083,Ella,Cat,Domestic Shorthair,Mix,4.58
2018,LN8004151,Skittles,Cat,Domestic Shorthair,Unknown,4.48
2018,LNS117605,Mochi,Dog,"Poodle, Toy",Mix,19.94
2018,LNS145798,Walter,Dog,"Welsh Corgi, Pembroke",Unknown,17.44
2017,LN66177,Cassie,Dog,"Dachshund, Standard Smooth Haired",Unknown,24.57
2018,LNS145024,Dagmar,Dog,"Terrier, Yorkshire",Mix,6.08
2018,LNS115254,Clover,Dog,"Retriever, Labrador","Poodle, Standard",28.2
2017,LNS124714,Remy,Dog,"Retriever, Golden",Unknown,29.96
2018,LN833442,Jwl,Dog,"Terrier, Border",Unknown,12.5
2017,LN83672,Bode,Dog,"Retriever, Labrador","Poodle, Standard",7.71
2017,LNS123149,Dawson,Dog,Australian Cattle Dog,Mix,8.54
2018,LNS147073,Kipa Ponce de Leon Bowers,Dog,"Retriever, Golden",Unknown,33.56
2018,LNS140546,Emmy,Dog,"Terrier, American Staffordshire",Mix,24.72
2018,LN725140,Faith,Dog,"Spaniel, English Springer",Unknown,14.81
2018,LNS144287,Buddy,Dog,"Retriever, Labrador",Hound,14.89
2018,LN212625,Hailey,Dog,Siberian Husky,Unknown,24.58
2017,LN444943,Milo,Dog,Terrier,"Griffon, Brussels",23.08
2017,LN831931,Baxter,Dog,German Shepherd,Great Pyrenees,15.23
2018,LN202002,Dilly,Dog,Havanese,Unknown,24.67
2017,LN359760,Otis,Dog,Havanese,"Poodle, Miniature",13.76
2018,LN901755,Mabel Joy,Dog,Border Collie,Unknown,21.26
2018,LNS121796,Emily,Dog,"Dachshund, Standard Smooth Haired",Terrier,22.93
2018,LN900893,Pippin,Dog,"Poodle, Standard",Unknown,19.84
2018,LN8001822,Mocha,Dog,Maltese,Unknown,34.52
2018,LNS129506,Buddy,Dog,"Terrier, Border","Terrier, Yorkshire",17.24
2018,LN834814,Bella,Dog,"Terrier, Boston",Unknown,23.6
2017,LN24638,Jaxon,Dog,"Terrier, American Pit Bull",Mix,22.69
2017,LNS104897,Sophie,Dog,English Shepherd,Mix,13.95
2017,LN24287,Roxy,Dog,Australian Cattle Dog,Belgian Sheepdog,22.22
2018,LNS128619,Donner,Dog,"Chihuahua, Short Coat",Australian Cattle Dog,18.36
2017,LNS138445,Jack,Dog,"Terrier, Australian",Unknown,12.2
2017,LN577326,Soleil,Dog,Pug,Unknown,16.99
2018,LN8000850,Odin,Dog,"Spaniel, English Springer",Unknown,14.12
2018,LN84026,Tikka Bear,Dog,"Poodle, Miniature","Spaniel, English Cocker",13.5
2018,LN281815,Polo,Dog,Whippet,"Chihuahua, Short Coat",14.66
2018,LN358791,Maya,Dog,Italian Greyhound,Unknown,37.12
2018,LNS111406,Jamison,Dog,Great Pyrenees,"Retriever, Labrador",27.61
2017,LN898875,Rupert,Dog,"Retriever, Labrador",Unknown,15.98
2018,LNS121088,Marilyn,Dog,Newfoundland,Unknown,24.94
2018,LNS105536,Yogi Bingman,Dog,"Retriever, Curly Coated","Poodle, Standard",21.94
2018,LNS122764,Georgia,Dog,"Retriever, Labrador",Unknown,25.62
2017,LN216781,Madison,Dog,"Retriever, Labrador",Unknown,9.97
2017,LN214096,Pashka,Dog,Siberian Husky,"Bulldog, American",21.42
2018,LNS146720,Logan,Dog,Border Collie,Mix,17.15
2018,LN903342,Joey,Dog,"Retriever, Labrador","Poodle, Standard",19.75
2018,LN84139,Carly Rose,Dog,"Retriever, Labrador",Unknown,16.37
2018,LN279463,Lily,Dog,Shih Tzu,Unknown,24.56
2017,LN902810,Otto,Dog,"Retriever, Labrador","Bulldog, American",22.67
2017,LN444581,Tuli,Dog,"Chihuahua, Short Coat",Unknown,18.86
2018,LNS146615,Gavy,Dog,"Terrier, Rat",Mix,16.01
2017,LN214684,Sunny,Dog,"Retriever, Golden",Unknown,16.24
2018,LN829696,Lilo,Dog,"Retriever, Labrador",Unknown,20.87
2017,LNS135365,Joey,Dog,Maltese,"Poodle, Toy",20.36
2018,LN8002347,Rocco,Dog,Rottweiler,Mix,24.36
2018,LNS143086,Mia,Dog,"Retriever, Labrador",Mix,24.17
2018,LNS143272,Tod,Dog,Australian Cattle Dog,Mix,23.87
2018,LN214747,Chilly,Dog,Mix,Unknown,31.15
2018,LN959601,Miles,Dog,"Retriever, Chesapeake Bay",Unknown,21.55
2018,LNS145381,Zelda,Dog,"Retriever, Labrador",Unknown,28.85
2015,LN898151,Lucky,Dog,"Retriever, Golden",Unknown,17.67
2018,LNS109337,Sweetpea,Dog,"Dachshund, Miniature Smooth Haired",Unknown,15.28
2016,LN142980,Bootsy,Dog,Bearded Collie,"Poodle, Miniature",25.89
2018,LN726564,Plumpy,Dog,Shih Tzu,Unknown,22.87
2017,LN142899,Riley,Dog,Havanese,Unknown,19.96
2017,LN584861,Logan,Dog,"Poodle, Miniature","Spaniel, American Cocker",33.22
2018,LNS146641,Stevie Nicks,Dog,Terrier,"Welsh Corgi, Cardigan",22
2018,LNS145230,Olive,Dog,"Spaniel, American Cocker",Unknown,27.3
2017,LNS138552,Cookie,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",31.63
2017,LN213283,Mbali,Dog,Basenji,Unknown,32.2
2018,LN217815,Maggie,Dog,"Spaniel, American Cocker",Unknown,30.91
2018,LNS145451,Zaiya,Dog,Border Collie,Mix,26.02
2018,LNS124786,Oliver,Dog,"Retriever, Labrador","Poodle, Standard",25.69
2018,LNS110233,Lucy,Dog,Bichon Frise,Mix,20.89
2018,LNS124525,Enzo,Dog,Mix,Unknown,20.05
2018,LNS121030,Simba,Dog,"Chihuahua, Short Coat","Terrier, Yorkshire",25.15
2018,LNS128655,Echo,Dog,Australian Cattle Dog,Unknown,36.38
2017,LN130219,Hershey,Dog,"Spaniel, American Cocker","Poodle, Miniature",21.12
2017,LN206942,Pearl,Dog,Keeshond,Unknown,19.12
2018,LNS127243,Max,Dog,"Schnauzer, Standard",Mix,7.34
2017,LNS127623,Izzy,Dog,"Chihuahua, Short Coat",Unknown,15.45
2018,LN359134,Tux,Dog,"Spaniel, English Cocker",Unknown,28.59
2017,LNS132218,Jack,Dog,Border Collie,"Terrier, Staffordshire Bull",22.52
2018,LNS145155,Ella,Dog,Shetland Sheepdog,Unknown,24.26
2018,LN828539,Luna,Dog,Australian Shepherd,"Retriever, Labrador",15.39
2017,LN904891,Juno,Dog,"Retriever, Labrador","Coonhound, Treeing Walker",18.99
2018,LNS113432,Bane,Dog,"Welsh Corgi, Cardigan",Mix,15.76
2018,LN961231,Bugsy,Dog,Pug,"Terrier, Boston",20.9
2018,LNS116761,Phoebe,Dog,"Terrier, Boston",Unknown,11.89
2018,LNS145214,Bo,Dog,Doberman Pinscher,Unknown,24.95
2018,LN962062,Honey,Dog,Terrier,Mix,11.18
2018,LNS117431,Ava,Dog,"Terrier, Yorkshire",Maltese,23.1
2018,LN431887,Kodiak,Dog,"Retriever, Labrador","Poodle, Miniature",14.55
2017,LN444472,Percy,Dog,Beagle,"Retriever, Labrador",34.63
2018,LN23239,Barney,Dog,Greater Swiss Mountain Dog,Unknown,17.98
2017,LN731173,Jaro,Dog,Basenji,Unknown,28.74
2018,LN443536,Teddy,Dog,"Terrier, West Highland White",Unknown,23.11
2018,LNS131627,Arlo,Dog,"Pointer, German Shorthaired",Unknown,17.73
2017,LN438883,Willow,Dog,Shepherd,Mix,19.22
2018,LN131763,Miss Moneypenny 'Penny',Dog,"Terrier, West Highland White",Unknown,21.11
2018,LNS145797,Olaf,Dog,"Welsh Corgi, Pembroke",Unknown,15.58
2017,LN86157,Rylee,Dog,"Retriever, Labrador",Unknown,20.24
2018,LNS144340,Rainier,Dog,"Retriever, Labrador",Unknown,16.02
2018,LN8004136,Sophie,Dog,"Retriever, Labrador",Unknown,23.52
2018,LNS100238,Ozzie,Dog,"Poodle, Miniature",Unknown,21.44
2017,LN830322,Pia,Dog,Australian Shepherd,Unknown,17.12
2018,LNS143893,Julep,Dog,Chinese Crested,Mix,23.68
2018,LNS146551,Domino,Dog,Dalmatian,Retriever,22.36
2018,LNS143449,Petey,Dog,Pug,Border Collie,19.95
2018,LN583155,Sixer,Dog,Border Collie,"Retriever, Flat-Coated",13.73
2018,LNS139301,Marshall,Dog,"Poodle, Toy",Unknown,16.14
2017,LNS100507,Daisy,Dog,"Poodle, Miniature",Mix,23.53
2017,LN731879,Blitz,Dog,"Terrier, Boston",Unknown,15.78
2017,LN731001,Daisy,Dog,Shih Tzu,Unknown,26.99
2017,LNS132061,Finn,Dog,Australian Cattle Dog,Unknown,17.97
2018,LNS143089,Ezri Dax,Dog,Border Collie,"Retriever, Golden",25.63
2017,LNS126194,Mabel,Dog,Terrier,Unknown,24.43
2018,LN8000951,Wynnie,Dog,"Retriever, Golden",Unknown,14.73
2018,LN442091,Charlie Tuxedo,Dog,"Coonhound, Treeing Walker",Boxer,12.18
2018,LNS117980,Tortie,Cat,Domestic Shorthair,Mix,4.38
2018,LN83415,Luna,Cat,Domestic Shorthair,Unknown,4.74
2018,LNS142619,Athena,Cat,Domestic Shorthair,Mix,4.51
2018,LNS116835,Billi Sinni-Sappa,Cat,Domestic Medium Hair,Maine Coon,4.43
2017,LN209295,Shadow,Cat,Domestic Shorthair,Unknown,4.73
2018,LN8003501,Oscar,Cat,Domestic Shorthair,Mix,4.63
2018,LNS105760,Captain Jack,Cat,Domestic Longhair,Unknown,4.73
2017,LN19097,Lolly,Cat,Domestic Shorthair,Unknown,4.24
2017,LN276594,Joey,Cat,Domestic Shorthair,Unknown,4.34
2018,LN83259,Watson,Cat,Domestic Shorthair,Unknown,4.75
2017,LNS105373,Charlie,Cat,Turkish Van,Unknown,4.16
2018,LN8000016,Inky Jinx,Cat,Domestic Shorthair,Mix,4.29
2018,LNS146954,Katy,Cat,Domestic Shorthair,Mix,4.64
2018,LN434547,Benny,Cat,Domestic Shorthair,Mix,4.53
2017,LN443725,Rocco,Cat,Domestic Shorthair,Unknown,3.93
2017,LN948374,Bailey,Cat,Siamese,Mix,4.57
2018,LN273197,Ginny,Cat,Domestic Longhair,Unknown,4.2
2018,LN350900,Nika,Cat,Domestic Shorthair,Unknown,4.44
2018,LN732074,Murray,Cat,Snowshoe,Unknown,3.97
2017,LN204349,Misty,Cat,Domestic Shorthair,Unknown,4.04
2017,LN361363,Checkers,Cat,Domestic Shorthair,Unknown,4.3
2018,LNS137894,Elsa,Cat,Domestic Longhair,Mix,4.45
2017,LN352205,Quincy,Cat,Domestic Medium Hair,Unknown,4.63
2017,LN892108,Wyken,Cat,Domestic Medium Hair,Unknown,4.97
2017,LN817919,Gilda,Cat,Domestic Medium Hair,Unknown,4.02
2017,LNS131439,Zeke,Cat,Domestic Shorthair,Mix,4.21
2017,LNS100648,Quincy,Cat,Domestic Medium Hair,Mix,4.35
2018,LN824689,Eammon,Cat,Domestic Shorthair,Unknown,4.8
2017,LN282431,Meredith,Cat,Russian Blue,Mix,4.07
2018,LN77103,Zola,Cat,Domestic Shorthair,Unknown,4.13
2018,LN570929,Sophia,Cat,Domestic Shorthair,Unknown,4.7
2018,LNS143292,Ambrosia,Cat,Domestic Shorthair,Mix,4.7
2018,LNS124236,Elise,Cat,American Shorthair,Unknown,4.73
2017,LNS103519,Big Suze,Cat,Pixie-Bob,Unknown,4.73
2018,LN8004018,Mew,Cat,Domestic Shorthair,Unknown,4.85
2017,LN344900,Sasha,Cat,Domestic Longhair,Unknown,4.63
2017,LN825175,Tarball,Cat,Domestic Shorthair,Unknown,4.59
2017,LN952401,Gus,Cat,Domestic Shorthair,Unknown,4.11
2018,LN273623,Sally,Cat,Domestic Shorthair,Unknown,4.6
2017,LN203385,Jilly,Cat,American Shorthair,Unknown,4.28
2018,LN204771,Quincy,Cat,Domestic Shorthair,Unknown,4.45
2018,LN429481,George,Cat,Domestic Shorthair,Unknown,4.4
2018,LN83326,Sassy,Cat,Domestic Shorthair,Unknown,4.9
2018,LN8001722,Princess,Cat,Siamese,Unknown,5.15
2018,LN215540,Splash,Cat,Domestic Longhair,Unknown,4.84
2018,LN832332,Marv,Cat,Siamese,Balinese,4.4
2018,LN833538,George,Cat,Domestic Medium Hair,Unknown,4.46
2018,LNS110281,Arbor,Cat,Domestic Shorthair,Mix,4.99
2018,LNS121308,Daisy,Dog,"Terrier, Russell","Chihuahua, Long Coat",20.54
2017,LN84357,Murphy,Dog,Chow Chow,Unknown,14.71
2018,LN8001227,Comey Roginski,Dog,Bernese Mountain Dog,"Poodle, Standard",33.69
2017,LNS134097,Sissy,Dog,"Retriever, Labrador",Beagle,21.76
2018,LN961532,Tsuki,Dog,German Shepherd,Unknown,11.51
2018,LNS140431,Leeloo Dallas,Dog,"Poodle, Standard",Unknown,11.03
2018,LNS148150,Jasper,Dog,Papillon,"Chihuahua, Long Coat",19.1
2018,LN8001353,Luke,Dog,Shepherd,Unknown,25.29
2018,LN283995,Simba,Dog,"Chihuahua, Long Coat",Unknown,12.65
2018,LNS122739,Remy,Dog,Terrier,Beagle,21.31
2018,LNS121554,Remington,Dog,"Retriever, Labrador","Poodle, Standard",21.41
2018,LN84655,Polly,Dog,"Chihuahua, Short Coat",Unknown,23.73
2018,LNS137602,Summer,Dog,German Shepherd,Mix,4.5
2017,LN76796,Scrappy,Dog,"Terrier, American Pit Bull",Unknown,23.02
2018,LN8002748,Leeloo,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,14.93
2017,LNS125196,Rocco,Dog,"Chihuahua, Short Coat",Miniature Pinscher,22.16
2018,LNS116045,Maggie,Dog,English Shepherd,Border Collie,18.06
2017,LN832988,Trek,Dog,Terrier,Mix,20.35
2018,LNS116227,Junee,Dog,"Chihuahua, Short Coat",Unknown,22.5
2018,LN957433,Dogg,Dog,"Chihuahua, Short Coat",Unknown,19.42
2018,LN8002669,Emma,Dog,Old English Sheepdog,Unknown,23.44
2018,LNS120907,Otter,Dog,"Vizsla, Smooth Haired",Unknown,14.48
2018,LNS101580,Roco/Rambo (Angel),Dog,"Terrier, American Pit Bull",Mix,17.62
2018,LN900902,Greta,Dog,Weimaraner,Unknown,27.34
2018,LNS144334,Leela,Dog,"Dachshund, Standard Smooth Haired",Terrier,34.65
2018,LNS146893,London,Dog,"Chihuahua, Short Coat",Mix,27.95
2017,LN581835,Percy,Dog,"Spaniel, Welsh Springer",Unknown,25.88
2018,LNS143762,Pogo,Dog,German Shepherd,Border Collie,11.04
2017,LN444841,Jasper,Dog,"Schnauzer, Miniature",Terrier,19.92
2018,LN136917,Bette,Dog,Hound,Mix,21.1
2018,LNS144855,Paisley,Dog,"Retriever, Labrador",Unknown,17.6
2018,LN8000290,Zadie Bobo,Dog,"Chihuahua, Short Coat",Mix,14.73
2018,LN899581,Brewster,Dog,"Retriever, Labrador","Terrier, American Pit Bull",19.01
2017,LNS118693,Odie,Dog,"Retriever, Labrador",Mix,30.39
2017,LN81404,Tomas,Dog,Australian Cattle Dog,Unknown,16.56
2018,LNS144485,Samantha,Dog,"Retriever, Labrador",Pointer,25.03
2017,LNS138462,Chug,Dog,"Chihuahua, Short Coat",Pug,3.79
2018,LNS139004,Bourbon,Dog,"Collie, Smooth",German Shepherd,32.09
2017,LNS139134,Claire,Dog,Great Pyrenees,Unknown,0.39
2018,LNS144022,Mumford,Dog,Terrier,Unknown,19.14
